"PointID","DepthToWater","DepthToWaterBGS","LevelStatus","DateMeasured","TimeMeasured","MPHeight"
"NM-23324","126.83000183105469","126.83000183105469","","1985-08-14T00:00:00Z","","0"
"NM-02198","19.270000457763672","19.270000457763672","","2010-04-12T00:00:00Z","","0"
"NM-19049","319.8999938964844","319.8999938964844","","1961-01-18T00:00:00Z","","0"
"NM-13330","71.3499984741211","71.3499984741211","","1996-02-15T00:00:00Z","","0"
"NM-03200","182.27999877929688","182.27999877929688","","1990-03-19T00:00:00Z","","0"
"NM-14307","-14.859999656677246","-14.859999656677246","","1906-06-21T00:00:00Z","","0"
"NM-02092","74.44000244140625","74.44000244140625","","1956-11-09T00:00:00Z","","0"
"DE-0128","44.65999984741211","44.65999984741211","","2015-11-20T00:00:00Z","","0"
"NM-02265","242.39999389648438","242.39999389648438","","1976-03-23T00:00:00Z","","0"
"NM-02895","261","261","","1996-08-15T00:00:00Z","","0"
"NM-02396","7","7","","1948-04-15T00:00:00Z","","0"
"NM-05420","19.110000610351562","19.110000610351562","","1957-01-25T00:00:00Z","","0"
"NM-13121","7.25","7.25","","1960-03-15T00:00:00Z","","0"
"NM-11298","46.84000015258789","46.84000015258789","","1968-01-16T00:00:00Z","","0"
"NM-18638","6.690000057220459","6.690000057220459","T","1985-09-17T00:00:00Z","","0"
"NM-23199","73.38999938964844","73.38999938964844","","1949-12-14T00:00:00Z","","0"
"NM-28256","148.99000549316406","148.99000549316406","","1992-03-25T00:00:00Z","","0"
"NM-03409","489.4100036621094","489.4100036621094","","2009-11-19T00:00:00Z","","0"
"NM-02314","8","8","","1950-09-15T00:00:00Z","","0"
"NM-17688","5.570000171661377","5.570000171661377","","1982-08-06T00:00:00Z","","0"
"NM-11017","52.36000061035156","52.36000061035156","","1955-07-18T00:00:00Z","","0"
"NM-05347","8.600000381469727","8.600000381469727","","1970-11-15T00:00:00Z","","0"
"NM-15414","97.81999969482422","97.81999969482422","R","1970-02-20T00:00:00Z","","0"
"NM-02794","65.69999694824219","65.69999694824219","","1993-01-27T00:00:00Z","","0"
"NM-02553","84.76000213623047","84.76000213623047","","1973-01-22T00:00:00Z","","0"
"NM-27499","104.6500015258789","104.6500015258789","","1959-06-03T00:00:00Z","","0"
"NM-28251","90.87999725341797","90.87999725341797","","1977-04-25T00:00:00Z","","0"
"NM-01990","10.0600004196167","10.0600004196167","","1991-02-18T00:00:00Z","","0"
"NM-02043","6.199999809265137","6.199999809265137","","1995-12-15T00:00:00Z","","0"
"NM-05340","75.06999969482422","75.06999969482422","","1949-03-18T00:00:00Z","","0"
"NM-13121","5.239999771118164","5.239999771118164","","1971-07-30T00:00:00Z","","0"
"SM-0074","160.39999389648438","159.9099884033203","","2008-03-12T00:00:00Z","","0.49000000953674316"
"NM-27474","83.47000122070312","83.47000122070312","R","1957-01-23T00:00:00Z","","0"
"NM-28250","104.55999755859375","104.55999755859375","","1981-10-25T00:00:00Z","","0"
"NM-25813","18.440000534057617","18.440000534057617","","1992-02-11T00:00:00Z","","0"
"NM-01892","11.579999923706055","11.579999923706055","","2000-01-20T00:00:00Z","","0"
"NM-17716","0.7699999809265137","0.7699999809265137","","1942-07-15T00:00:00Z","","0"
"NM-02527","8.899999618530273","8.899999618530273","","1996-03-15T00:00:00Z","","0"
"EB-276","136.3300018310547","136.3300018310547","","1958-01-06T00:00:00Z","","0"
"NM-22091","20.200000762939453","20.200000762939453","","1962-10-16T00:00:00Z","","0"
"NM-02101","8.100000381469727","8.100000381469727","","1946-02-15T00:00:00Z","","0"
"NM-02447","138.42999267578125","138.42999267578125","","1978-01-30T00:00:00Z","","0"
"NM-00229","55.459999084472656","55.459999084472656","","2007-02-02T00:00:00Z","","0"
"NM-10200","285","285","","1974-08-02T00:00:00Z","","0"
"NM-12799","80.88999938964844","80.88999938964844","","1947-01-31T00:00:00Z","","0"
"NM-21295","127.19999694824219","127.19999694824219","","1997-06-01T00:00:00Z","","0"
"EB-288","104","104","","1984-05-31T00:00:00Z","","0"
"AB-0005","394.07000732421875","394.07000732421875","","2004-11-17T00:00:00Z","",""
"NM-02772","159.63999938964844","159.63999938964844","","1977-08-01T00:00:00Z","","0"
"QY-0916","230","230","","1955-05-11T00:00:00Z","","0"
"NM-02396","7.699999809265137","7.699999809265137","","1951-10-15T00:00:00Z","","0"
"NM-09614","23.030000686645508","23.030000686645508","","1946-01-09T00:00:00Z","","0"
"NM-01948","5.199999809265137","5.199999809265137","","2000-04-15T00:00:00Z","","0"
"NM-17729","86.62000274658203","86.62000274658203","","1956-01-11T00:00:00Z","","0"
"NM-02948","112.77999877929688","112.77999877929688","","1965-04-28T00:00:00Z","","0"
"NM-05681","59.59000015258789","59.59000015258789","","1942-11-24T00:00:00Z","","0"
"NM-01872","9.5","9.5","","1969-01-15T00:00:00Z","","0"
"NM-11263","41.5099983215332","41.5099983215332","","1939-01-13T00:00:00Z","","0"
"SO-0202","14.739999771118164","14.40999984741211","","2021-08-19T00:00:00Z","0001-01-01T13:32:00Z","0.33000001311302185"
"NM-02017","9.899999618530273","9.899999618530273","","1975-02-15T00:00:00Z","","0"
"NM-14868","61.619998931884766","61.619998931884766","","1958-10-06T00:00:00Z","","0"
"NM-11176","51.369998931884766","51.369998931884766","","1958-01-18T00:00:00Z","","0"
"NM-00645","30.229999542236328","30.229999542236328","","1951-03-26T00:00:00Z","","0"
"NM-02902","166.5800018310547","166.5800018310547","","1990-02-01T00:00:00Z","","0"
"NM-13920","-7.059999942779541","-7.059999942779541","","1908-06-26T00:00:00Z","","0"
"NM-07708","101.31999969482422","101.31999969482422","","1982-05-28T00:00:00Z","","0"
"NM-28252","15.029999732971191","15.029999732971191","","1949-11-05T00:00:00Z","","0"
"NM-02790","121.3499984741211","121.3499984741211","","1958-09-16T00:00:00Z","","0"
"NM-11652","259.8299865722656","259.8299865722656","R","1966-03-30T00:00:00Z","","0"
"NM-01390","128.25","128.25","","2013-10-22T00:00:00Z","","0"
"EB-677","199","199","","1997-03-10T00:00:00Z","","0"
"NM-05347","15.699999809265137","15.699999809265137","","1956-10-15T00:00:00Z","","0"
"UC-0040","103.62000274658203","103.62000274658203","","1986-02-04T00:00:00Z","","0"
"NM-23720","95.4000015258789","95.4000015258789","","1960-04-26T00:00:00Z","","0"
"NM-05713","78.94999694824219","78.94999694824219","","1942-01-09T00:00:00Z","","0"
"NM-08071","7.199999809265137","7.199999809265137","","1972-03-15T00:00:00Z","","0"
"NM-02240","75.29000091552734","75.29000091552734","","2008-01-09T00:00:00Z","","0"
"NM-28256","216.88999938964844","216.88999938964844","","2009-04-15T00:00:00Z","","0"
"NM-02552","345.6600036621094","345.6600036621094","","1962-08-21T00:00:00Z","","0"
"NM-16689","37.279998779296875","37.279998779296875","","1961-03-17T00:00:00Z","","0"
"DE-0355","69","66.5199966430664","","2013-10-15T00:00:00Z","","2.4800000190734863"
"NM-01759","52.31999969482422","52.31999969482422","","2005-01-07T00:00:00Z","","0"
"EB-482","281","281","Z","1990-01-31T00:00:00Z","","0"
"NM-03720","58.41999816894531","58.41999816894531","","1950-12-01T00:00:00Z","","0"
"NM-01349","62.900001525878906","62.900001525878906","","1993-03-23T00:00:00Z","","0"
"NM-14118","161.9199981689453","161.9199981689453","","1955-01-07T00:00:00Z","","0"
"NM-02340","57.290000915527344","57.290000915527344","","2005-01-20T00:00:00Z","","0"
"DE-0280","84.19999694824219","84.19999694824219","","2018-09-24T00:00:00Z","","0"
"NM-07131","108.48999786376953","108.48999786376953","","1999-04-21T00:00:00Z","","0"
"NM-09506","4.289999961853027","4.289999961853027","","1973-01-26T00:00:00Z","","0"
"AB-0050","554.1900024414062","554.1900024414062","Z","1990-07-05T00:00:00Z","",""
"NM-00368","11.329999923706055","11.329999923706055","","2014-01-13T00:00:00Z","","0"
"NM-00362","155.02999877929688","155.02999877929688","","1991-02-20T00:00:00Z","","0"
"NM-11263","40.16999816894531","40.16999816894531","","1943-01-19T00:00:00Z","","0"
"NM-12807","27.299999237060547","27.299999237060547","","1958-08-26T00:00:00Z","","0"
"NM-06268","17.100000381469727","17.100000381469727","","1972-09-15T00:00:00Z","","0"
"NM-13234","3.75","3.75","","1958-06-16T00:00:00Z","","0"
"NM-11408","57.72999954223633","57.72999954223633","","1986-02-04T00:00:00Z","","0"
"BC-0219","","32.150001525878906","","2020-07-24T00:00:00Z","","2"
"NM-02843","38.70000076293945","38.70000076293945","","1963-07-24T00:00:00Z","","0"
"NM-26517","55.45000076293945","55.45000076293945","","2003-06-06T00:00:00Z","","0"
"NM-09513","-76.08000183105469","-76.08000183105469","","1910-02-14T00:00:00Z","","0"
"SB-0053","80.69999694824219","80.69999694824219","","2007-01-29T00:00:00Z","","0"
"NM-19428","356.5400085449219","356.5400085449219","","1967-02-01T00:00:00Z","","0"
"NM-12696","9","9","","1967-04-06T00:00:00Z","","0"
"NM-25204","-138.9499969482422","-138.9499969482422","","1985-08-14T00:00:00Z","","0"
"NM-08354","53.04999923706055","53.04999923706055","P","1961-03-03T00:00:00Z","","0"
"NM-01985","12.899999618530273","12.899999618530273","","1978-11-15T00:00:00Z","","0"
"NM-01887","76.0999984741211","76.0999984741211","","2010-11-18T00:00:00Z","","0"
"NM-12342","-35.119998931884766","-35.119998931884766","","1931-12-15T00:00:00Z","","0"
"NM-09754","-98.0199966430664","-98.0199966430664","","1908-08-26T00:00:00Z","","0"
"NM-18770","38.81999969482422","38.81999969482422","","1980-01-08T00:00:00Z","","0"
"EB-416","283","283","Z","1997-06-30T00:00:00Z","","0"
"NM-28255","20.3799991607666","20.3799991607666","","1959-12-25T00:00:00Z","","0"
"NM-05420","15.430000305175781","15.430000305175781","P","1948-07-27T00:00:00Z","","0"
"NM-23396","33.20000076293945","33.20000076293945","","1963-01-15T00:00:00Z","","0"
"NM-02569","131.38999938964844","131.38999938964844","","2007-02-09T00:00:00Z","","0"
"NM-02005","9.300000190734863","9.300000190734863","","1982-12-15T00:00:00Z","","0"
"EB-220","128.25","128.25","","1983-05-23T00:00:00Z","","0"
"NM-25675","29.049999237060547","29.049999237060547","","1986-02-06T00:00:00Z","","0"
"NM-28255","-2","-2","","1992-02-15T00:00:00Z","","0"
"NM-14793","49.81999969482422","49.81999969482422","","1958-07-16T00:00:00Z","","0"
"NM-18007","221.9499969482422","221.9499969482422","","1986-01-13T00:00:00Z","","0"
"QY-0255","4.5","4.5","","1953-07-25T00:00:00Z","","0"
"NM-11624","67.94000244140625","67.94000244140625","","1965-02-18T00:00:00Z","","0"
"NM-22015","26.049999237060547","26.049999237060547","R","1992-04-16T00:00:00Z","","0"
"NM-06150","68.55000305175781","68.55000305175781","","1996-02-21T00:00:00Z","","0"
"NM-08497","85.2699966430664","85.2699966430664","","1971-01-14T00:00:00Z","","0"
"NM-02427","77.94000244140625","77.94000244140625","","1967-06-26T00:00:00Z","","0"
"NM-03401","8.699999809265137","8.699999809265137","","1992-10-02T00:00:00Z","","0"
"NM-14802","106.11000061035156","106.11000061035156","","1982-06-25T00:00:00Z","","0"
"SA-0042","302.79998779296875","302.6999816894531","S","2011-01-13T00:00:00Z","","0.10000000149011612"
"NM-03460","177.44000244140625","177.44000244140625","","1956-12-10T00:00:00Z","","0"
"NM-10668","-31.030000686645508","-31.030000686645508","","1919-01-05T00:00:00Z","","0"
"NM-23347","170.6699981689453","170.6699981689453","R","2003-11-04T00:00:00Z","","0"
"NM-17716","0.8500000238418579","0.8500000238418579","","1944-02-24T00:00:00Z","","0"
"NM-28255","10.90999984741211","10.90999984741211","","1986-12-05T00:00:00Z","","0"
"NM-08648","38.18000030517578","38.18000030517578","","1942-11-26T00:00:00Z","","0"
"NM-28254","74.47000122070312","74.47000122070312","","1980-09-15T00:00:00Z","","0"
"NM-02024","58.209999084472656","58.209999084472656","","1951-01-11T00:00:00Z","","0"
"NM-28250","103.7300033569336","103.7300033569336","","1979-02-05T00:00:00Z","","0"
"NM-12197","18.5","18.5","","1945-11-13T00:00:00Z","","0"
"NM-08842","49.18000030517578","49.18000030517578","T","1964-02-11T00:00:00Z","","0"
"NM-17018","42.349998474121094","42.349998474121094","","1975-06-04T00:00:00Z","","0"
"NM-02669","57.20000076293945","57.20000076293945","","1975-02-01T00:00:00Z","","0"
"NM-12089","-27.719999313354492","-27.719999313354492","","1911-09-28T00:00:00Z","","0"
"NM-02620","9","9","","1979-08-15T00:00:00Z","","0"
"NM-02772","100.95999908447266","100.95999908447266","","1964-10-01T00:00:00Z","","0"
"NM-11445","64.86000061035156","64.86000061035156","","1955-01-11T00:00:00Z","","0"
"NM-19752","237.38999938964844","237.38999938964844","","1974-02-28T00:00:00Z","","0"
"NM-02194","203.89999389648438","203.89999389648438","P","1957-04-09T00:00:00Z","","0"
"EB-287","463.20001220703125","462.4000244140625","","1977-07-31T00:00:00Z","","0.800000011920929"
"NM-21495","104.7300033569336","104.7300033569336","R","1995-07-19T00:00:00Z","","0"
"NM-05622","75.62000274658203","75.62000274658203","","1942-10-13T00:00:00Z","","0"
"NM-03060","164.5","164.5","R","1993-01-12T00:00:00Z","","0"
"SO-0182","7.260000228881836","6.660000324249268","","2018-02-27T00:00:00Z","0001-01-01T10:50:00Z","0.6000000238418579"
"NM-26708","13.510000228881836","13.510000228881836","","1955-11-07T00:00:00Z","","0"
"NM-28259","85.26000213623047","85.26000213623047","","1985-02-15T00:00:00Z","","0"
"NM-02702","-29.170000076293945","-29.170000076293945","","1996-02-09T00:00:00Z","","0"
"NM-06290","445.8599853515625","445.8599853515625","","1986-03-19T00:00:00Z","","0"
"EB-481","611.4000244140625","611.4000244140625","P","2006-05-31T00:00:00Z","","0"
"NM-28252","43.099998474121094","43.099998474121094","","2004-06-04T00:00:00Z","","0"
"NM-07543","31","31","","1953-06-01T00:00:00Z","","0"
"NM-10058","9.050000190734863","9.050000190734863","","1972-04-26T00:00:00Z","","0"
"NM-08940","6.650000095367432","6.650000095367432","","1958-04-29T00:00:00Z","","0"
"NM-01986","6.699999809265137","6.699999809265137","","1977-08-15T00:00:00Z","","0"
"NM-05117","83.01000213623047","83.01000213623047","","1948-09-20T00:00:00Z","","0"
"NM-09703","36.54999923706055","36.54999923706055","","1952-01-09T00:00:00Z","","0"
"NM-23386","128.72999572753906","128.72999572753906","P","1990-07-26T00:00:00Z","","0"
"NM-11388","42.369998931884766","42.369998931884766","","1930-12-26T00:00:00Z","","0"
"NM-06520","119.56999969482422","119.56999969482422","","1978-01-03T00:00:00Z","","0"
"NM-20031","116.1500015258789","116.1500015258789","","1943-02-03T00:00:00Z","","0"
"NM-03386","42.400001525878906","42.400001525878906","","1995-11-01T00:00:00Z","","0"
"SB-0299","139.58999633789062","139.58999633789062","","2009-06-05T00:00:00Z","","0"
"NM-11089","58.77000045776367","58.77000045776367","","1976-03-26T00:00:00Z","","0"
"NM-11889","2.690000057220459","2.690000057220459","","1952-12-01T00:00:00Z","","0"
"WL-0064","15.720000267028809","13.220000267028809","","2019-06-05T00:00:00Z","0001-01-01T10:23:00Z","2.5"
"DE-0058","75.77999877929688","73.16999816894531","","2004-10-05T00:00:00Z","","2.609999895095825"
"NM-26693","15.319999694824219","15.319999694824219","","1956-12-14T00:00:00Z","","0"
"NM-28253","10.539999961853027","10.539999961853027","","1990-01-15T00:00:00Z","","0"
"NM-11570","89.23999786376953","89.23999786376953","","1948-11-05T00:00:00Z","","0"
"NM-08412","53.650001525878906","53.650001525878906","","1958-12-30T00:00:00Z","","0"
"NM-02352","6.699999809265137","6.699999809265137","","1949-12-15T00:00:00Z","","0"
"NM-05094","166.5","166.5","P","1958-04-23T00:00:00Z","","0"
"NM-05447","17.700000762939453","17.700000762939453","","1954-11-10T00:00:00Z","","0"
"NM-11297","64.4000015258789","64.4000015258789","","1971-02-25T00:00:00Z","","0"
"NM-05834","27.649999618530273","27.649999618530273","","1931-10-11T00:00:00Z","","0"
"NM-04632","9.699999809265137","9.699999809265137","","1983-04-15T00:00:00Z","","0"
"NM-01269","100.72000122070312","100.72000122070312","P","1949-06-09T00:00:00Z","","0"
"NM-11928","-0.6899999976158142","-0.6899999976158142","","1957-11-05T00:00:00Z","","0"
"NM-06709","349.44000244140625","349.44000244140625","","2005-10-06T00:00:00Z","","0"
"NM-11139","57.9900016784668","57.9900016784668","","1981-01-07T00:00:00Z","","0"
"NM-01926","4.300000190734863","4.300000190734863","","1949-04-15T00:00:00Z","","0"
"NM-09692","145.02000427246094","145.02000427246094","","1949-03-22T00:00:00Z","","0"
"EB-219","66.69999694824219","65.19999694824219","","1965-02-05T00:00:00Z","","1.5"
"NM-13122","8.579999923706055","8.579999923706055","","1961-07-25T00:00:00Z","","0"
"NM-16979","76.04000091552734","76.04000091552734","","1959-09-22T00:00:00Z","","0"
"NM-01541","42.810001373291016","42.810001373291016","R","2012-02-01T00:00:00Z","","0"
"NM-01868","6.199999809265137","6.199999809265137","","2000-08-15T00:00:00Z","","0"
"NM-07815","23.1299991607666","23.1299991607666","","1941-10-12T00:00:00Z","","0"
"NM-02484","33.36000061035156","33.36000061035156","","1997-10-21T00:00:00Z","","0"
"NM-13899","11.5600004196167","11.5600004196167","","1959-10-14T00:00:00Z","","0"
"NM-27734","33.83000183105469","33.83000183105469","","1952-01-26T00:00:00Z","","0"
"NM-21939","6.78000020980835","6.78000020980835","","1957-01-24T00:00:00Z","","0"
"NM-05287","53.68000030517578","53.68000030517578","","1939-01-15T00:00:00Z","","0"
"NM-03392","162","162","","2008-08-26T00:00:00Z","","0"
"NM-04479","74.95999908447266","74.95999908447266","P","1948-09-24T00:00:00Z","","0"
"NM-18680","42.310001373291016","42.310001373291016","","1986-10-16T00:00:00Z","","0"
"AR-0077","4.429999828338623","3.7299997806549072","","2016-06-02T00:00:00Z","","0.699999988079071"
"NM-17989","17.520000457763672","17.520000457763672","","1958-06-02T00:00:00Z","","0"
"NM-23213","80.98999786376953","80.98999786376953","","1988-04-13T00:00:00Z","","0"
"NM-00253","22.350000381469727","22.350000381469727","","1967-12-01T00:00:00Z","","0"
"NM-00844","71.16000366210938","71.16000366210938","","2015-01-15T00:00:00Z","","0"
"NM-09406","310.19000244140625","310.19000244140625","","1976-04-05T00:00:00Z","","0"
"NM-01762","49.630001068115234","49.630001068115234","","1982-03-04T00:00:00Z","","0"
"NM-28256","288.3900146484375","288.3900146484375","","2020-08-05T00:00:00Z","","0"
"NM-05607","164.67999267578125","164.67999267578125","","2002-02-13T00:00:00Z","","0"
"BC-0244","219.24000549316406","219.24000549316406","","2017-10-13T00:00:00Z","","0"
"EB-482","240","240","Z","1992-06-30T00:00:00Z","","0"
"WL-0232","72.4000015258789","70.6500015258789","","2021-04-01T00:00:00Z","0001-01-01T11:45:00Z","1.75"
"NM-03220","23.25","23.25","","1949-02-15T00:00:00Z","","0"
"NM-01035","60.470001220703125","60.470001220703125","T","2009-08-24T00:00:00Z","","0"
"NM-00063","173.44000244140625","173.44000244140625","T","1968-03-28T00:00:00Z","","0"
"NM-08052","","","O","2007-02-08T00:00:00Z","","0"
"BW-0123","182.16000366210938","182.16000366210938","","1956-08-15T00:00:00Z","","0"
"NM-05762","53.65999984741211","53.65999984741211","","1955-05-16T00:00:00Z","","0"
"UC-0134","7.599999904632568","7.599999904632568","","2000-02-25T00:00:00Z","","0"
"NM-02820","25.84000015258789","25.84000015258789","","1984-02-08T00:00:00Z","","0"
"NM-01490","223.80999755859375","223.80999755859375","","2009-08-04T00:00:00Z","","0"
"NM-08842","29.15999984741211","29.15999984741211","","1945-05-25T00:00:00Z","","0"
"SO-0244","4.940000057220459","4.369999885559082","","2020-03-06T00:00:00Z","0001-01-01T15:15:00Z","0.5699999928474426"
"NM-11397","77.04000091552734","77.04000091552734","","1987-01-07T00:00:00Z","","0"
"NM-02209","108","108","","1959-09-01T00:00:00Z","","0"
"NM-07275","10.970000267028809","10.970000267028809","","1953-07-14T00:00:00Z","","0"
"NM-04094","116.33000183105469","116.33000183105469","","1981-01-05T00:00:00Z","","0"
"NM-17034","24.829999923706055","24.829999923706055","","1931-12-11T00:00:00Z","","0"
"NM-05064","16","16","","1965-05-13T00:00:00Z","","0"
"NM-02484","34.27000045776367","34.27000045776367","","1994-10-20T00:00:00Z","","0"
"NM-00927","79.52999877929688","79.52999877929688","","1962-01-15T00:00:00Z","","0"
"NM-02029","8.399999618530273","8.399999618530273","","1995-10-15T00:00:00Z","","0"
"NM-12751","130.3000030517578","130.3000030517578","","1955-09-27T00:00:00Z","","0"
"NM-13394","81.69000244140625","81.69000244140625","","1945-01-15T00:00:00Z","","0"
"NM-12901","53.130001068115234","53.130001068115234","","1978-07-25T00:00:00Z","","0"
"NM-19322","372.3500061035156","372.3500061035156","","1987-02-12T00:00:00Z","","0"
"BC-0039","298.3500061035156","298.3500061035156","","2013-06-13T00:00:00Z","","0"
"NM-18589","375.9599914550781","375.9599914550781","","2013-07-24T00:00:00Z","","0"
"NM-24711","259.2900085449219","259.2900085449219","","1961-06-01T00:00:00Z","","0"
"BC-0151","115.31999969482422","115.31999969482422","","2014-03-04T00:00:00Z","","0"
"NM-19509","337.739990234375","337.739990234375","","1958-01-23T00:00:00Z","","0"
"NM-01970","127.91999816894531","127.91999816894531","","1983-01-04T00:00:00Z","","0"
"NM-09458","83.4000015258789","83.4000015258789","","1965-07-13T00:00:00Z","","0"
"NM-11195","80.5999984741211","80.5999984741211","P","1961-02-08T00:00:00Z","","0"
"NM-01971","6.099999904632568","6.099999904632568","","1989-08-15T00:00:00Z","","0"
"NM-06596","59.79999923706055","59.79999923706055","","1947-05-20T00:00:00Z","","0"
"NM-25026","396","396","","1979-12-31T00:00:00Z","","0"
"NM-02173","101.12000274658203","101.12000274658203","","1977-01-17T00:00:00Z","","0"
"NM-02282","398.5899963378906","398.5899963378906","","1991-11-21T00:00:00Z","","0"
"NM-10756","44.06999969482422","44.06999969482422","","1935-10-17T00:00:00Z","","0"
"NM-04744","164.5399932861328","164.5399932861328","","1976-01-09T00:00:00Z","","0"
"NM-01490","210.67999267578125","210.67999267578125","","2016-02-24T00:00:00Z","","0"
"NM-08869","68.48999786376953","68.48999786376953","S","1962-08-21T00:00:00Z","","0"
"SM-0074","156.39999389648438","155.9099884033203","","2007-08-22T00:00:00Z","","0.49000000953674316"
"NM-08887","68.3499984741211","68.3499984741211","","1963-01-20T00:00:00Z","","0"
"NM-08524","10.300000190734863","10.300000190734863","","1969-09-15T00:00:00Z","","0"
"EB-415","158.14999389648438","158.14999389648438","","2006-05-16T00:00:00Z","","0"
"DE-0108","39.959999084472656","39.959999084472656","","2009-11-23T00:00:00Z","","0"
"NM-00213","146.32000732421875","146.32000732421875","Z","1997-11-19T00:00:00Z","","0"
"NM-13223","68.69000244140625","68.69000244140625","","1941-03-05T00:00:00Z","","0"
"NM-13562","4.730000019073486","4.730000019073486","","1958-08-25T00:00:00Z","","0"
"NM-13594","12.779999732971191","12.779999732971191","","1959-12-03T00:00:00Z","","0"
"BC-0315","16.56999969482422","16.56999969482422","","2019-08-01T00:00:00Z","","0"
"NM-01024","411.94000244140625","411.94000244140625","","2005-04-28T00:00:00Z","","0"
"EB-440","144.8300018310547","143.8300018310547","","2004-09-01T00:00:00Z","","1"
"NM-00088","85.5","85.5","","2000-01-12T00:00:00Z","","0"
"NM-02727","33.02000045776367","33.02000045776367","","1963-01-21T00:00:00Z","","0"
"NM-01284","147.33999633789062","147.33999633789062","","1956-10-01T00:00:00Z","","0"
"NM-01841","253.11000061035156","253.11000061035156","","1978-12-20T00:00:00Z","","0"
"NM-17716","2.9200000762939453","2.9200000762939453","","1946-04-03T00:00:00Z","","0"
"DE-0177","46.849998474121094","46.849998474121094","","2008-12-10T00:00:00Z","","0"
"NM-21798","11.050000190734863","11.050000190734863","X","1984-12-10T00:00:00Z","","0"
"SO-0207","27.399999618530273","26.850000381469727","","2021-07-12T00:00:00Z","0001-01-01T13:45:00Z","0.550000011920929"
"NM-05292","42.7400016784668","42.7400016784668","","1941-09-03T00:00:00Z","","0"
"NM-00645","31.940000534057617","31.940000534057617","","2007-09-27T00:00:00Z","","0"
"NM-12711","33.720001220703125","33.720001220703125","","1935-06-14T00:00:00Z","","0"
"EB-095","232.5","232.5","","1991-05-16T00:00:00Z","","0"
"AR-0025","32.18000030517578","30.479999542236328","","2016-01-18T00:00:00Z","","1.7000000476837158"
"NM-21312","86.58999633789062","86.58999633789062","","2007-06-19T00:00:00Z","","0"
"NM-28250","111.37000274658203","111.37000274658203","","1974-08-05T00:00:00Z","","0"
"NM-09869","114.87000274658203","114.87000274658203","","1969-01-09T00:00:00Z","","0"
"NM-12911","95.1500015258789","95.1500015258789","P","1961-01-09T00:00:00Z","","0"
"NM-12801","20.780000686645508","20.780000686645508","","1956-01-13T00:00:00Z","","0"
"SO-0184","8.529999732971191","6.609999656677246","","2019-10-30T00:00:00Z","0001-01-01T13:56:00Z","1.9199999570846558"
"NM-01885","24.530000686645508","24.530000686645508","","2003-05-20T00:00:00Z","","0"
"EB-298","129.6699981689453","129.6699981689453","","2005-07-19T00:00:00Z","","0"
"NM-23089","32.099998474121094","32.099998474121094","","1960-10-24T00:00:00Z","","0"
"NM-00288","77.38999938964844","77.38999938964844","","2014-12-16T00:00:00Z","","0"
"NM-02772","110.41000366210938","110.41000366210938","","2003-09-15T00:00:00Z","","0"
"NM-10998","-54.130001068115234","-54.130001068115234","","1910-06-14T00:00:00Z","","0"
"NM-11294","66.02999877929688","66.02999877929688","","1958-01-29T00:00:00Z","","0"
"NM-00366","96.5999984741211","96.5999984741211","","1984-01-05T00:00:00Z","","0"
"NM-28257","55.2400016784668","55.2400016784668","","1953-05-25T00:00:00Z","","0"
"NM-02196","34.939998626708984","34.939998626708984","","2016-01-19T00:00:00Z","","0"
"NM-05793","36.790000915527344","36.790000915527344","","1934-04-29T00:00:00Z","","0"
"NM-02222","86.5999984741211","86.5999984741211","","1956-01-09T00:00:00Z","","0"
"NM-12395","70.7699966430664","70.7699966430664","","1986-01-14T00:00:00Z","","0"
"NM-03387","39.40999984741211","39.40999984741211","","1992-05-07T00:00:00Z","","0"
"NM-02669","65.9000015258789","65.9000015258789","Z","2000-08-10T00:00:00Z","","0"
"WL-0088","87.91666412353516","85.31666564941406","","2004-09-01T00:00:00Z","","2.5999999046325684"
"NM-04188","44.08000183105469","44.08000183105469","R","1959-03-09T00:00:00Z","","0"
"NM-01780","163.25","163.25","","1969-01-15T00:00:00Z","","0"
"NM-26751","196.05999755859375","196.05999755859375","","1955-11-08T00:00:00Z","","0"
"NM-01284","125.44999694824219","125.44999694824219","","1947-10-02T00:00:00Z","","0"
"NM-03211","187.77000427246094","187.77000427246094","R","1993-12-30T00:00:00Z","","0"
"NM-28258","132.35000610351562","132.35000610351562","","2016-03-05T00:00:00Z","","0"
"NM-28259","100.9000015258789","100.9000015258789","","1982-12-05T00:00:00Z","","0"
"EB-122","480.3999938964844","480.3999938964844","","2001-05-31T00:00:00Z","","0"
"BC-0050","","288.6000061035156","","2021-03-07T00:00:00Z","","1.899999976158142"
"NM-28250","105.91000366210938","105.91000366210938","","1982-10-25T00:00:00Z","","0"
"NM-00185","13.100000381469727","13.100000381469727","","1958-05-15T00:00:00Z","","0"
"EB-288","104.33000183105469","104.33000183105469","","1974-07-18T00:00:00Z","","0"
"NM-01565","-266.3800048828125","-266.3800048828125","","1988-09-14T00:00:00Z","","0"
"NM-01971","8.300000190734863","8.300000190734863","","1998-02-15T00:00:00Z","","0"
"NM-02196","12.789999961853027","12.789999961853027","","2001-11-21T00:00:00Z","","0"
"NM-21212","74.51000213623047","74.51000213623047","","1975-02-12T00:00:00Z","","0"
"NM-21879","2.8499999046325684","2.8499999046325684","Z","2009-06-18T00:00:00Z","","0"
"NM-03218","43.2400016784668","43.2400016784668","","1962-12-05T00:00:00Z","","0"
